Title,ID,URL,Published Date,Viewer Count,Chapter Markers,Description,Duration,Playlists
Inside India&#39;s Smuggling Town 🇮🇳,zK95gclGGCM,https://www.youtube.com/watch?v=zK95gclGGCM,2019-02-01 05:08:49 ,1809926,"{'Temple': '6:53 - 7:00', 'Hindu Temple': '7:00 - 13:44', 'Meat Market': '13:44 - 16:52'}",🇮🇳 Moreh is a town on the border with Myanmar. A town that is built on the smuggled exotic wood that has been cut from the endangered forests of Myanmar. I went there to have a look around...,PT16M52S,🇮🇳 INDIA 🇮🇳
India&#39;s Unknown Border | Journey To The Edge Of India 🇮🇳,zu15oReAe2k,https://www.youtube.com/watch?v=zu15oReAe2k,2019-01-29 06:18:58 ,2313592,/,"🇮🇳 Whilst in the North Eastern Indian state of Manipur I decided to take a journey to the very edge of the nation to a little known border town called Moreh that has been hacked out of the surrounding jungle just across from Myanmar. 

🇮🇳 On the ride I was stopped at military checkpoints in what is a volatile area of the country but the scenery of mountainous jungle made it all worth it.

🇮🇳 Moreh has a reputation as a smuggling town and so I was intrigued to see what it was that lay there exactly.

Join me on this first of a three part series as I journey to India's eastern edge...",PT22M43S,🇮🇳 INDIA 🇮🇳
India&#39;s Women Only Market | 🚷 Men Not Allowed,xxVWiH8J07Q,https://www.youtube.com/watch?v=xxVWiH8J07Q,2019-01-25 10:59:08 ,1276768,/,"🇮🇳 In the Indian city of Imphal is a market where only women are allowed to sell their goods. A unique place in India and the wider continent. I headed there to explore and to talk to some of the women venders who earn a living there. 

🚷 No men allowed! 🚷",PT8M13S,
🇮🇳 Trying $1.50 Banana Leaf Thali | India Food Vlog,FP272JO8FgA,https://www.youtube.com/watch?v=FP272JO8FgA,2019-01-22 01:51:22 ,3600225,/,🇮🇳 Do you like spicy food? If not then stay away from this fish curry thali I ate in North East India. Watch and see if I could handle that spice or not...🔥,PT7M43S,🇮🇳 INDIA 🇮🇳
Is This India?! First Time In North East 🇮🇳,yQSMVCvcnUk,https://www.youtube.com/watch?v=yQSMVCvcnUk,2019-01-21 07:53:14 ,5571521,/,I had always been fascinated by the mysterious north eastern region of India and so I took a flight to Imphal the capital of Manipur to explore the city.,PT18M47S,🇮🇳 INDIA 🇮🇳
Foreigner Gives 3 Lakhs to Pakistani Refugees In Delhi!!! 🇮🇳,RRK5-9BfLPs,https://www.youtube.com/watch?v=RRK5-9BfLPs,2019-01-18 03:25:42 ,1069609,"{'LAST YEAR I MET A GROUP OF HINDU REFUGEES LIVING IN DELHI': '0:01 - 0:09', 'HINDU REFUGEE CAMP NEW DELHI': '0:09 - 2:30', 'VILLAGE TEMPLE': '2:30 - 5:37', 'GIVING THE COMMUNITY LEADER THE MONEY YOU GUYS RAISED': '5:37 - 06:51'}","🇮🇳 A few days ago I returned to the Hindu refugee camp in northern Delhi with the money that you guys raised for them. I handed over roughly 300,000 Rupees that will be used to bring clean water to the more than 100 people who live there. This is a quick video to show you what happened. I will make a longer video in the future. 

A huge thanks to everyone who contributed to the cause and those who helped behind the scenes in other ways. I could not have done it without you. 

The first video is here which shows how I originally met them: https://www.youtube.com/watch?v=3Gqv4ZvWXLg",PT6M51S,🇮🇳 INDIA 🇮🇳
🇮🇳 India Outtakes 🇮🇳,Y0S7dOIEms4,https://www.youtube.com/watch?v=Y0S7dOIEms4,2018-12-27 09:15:54 ,1059248,/,"🇮🇳 This is a compilation of fails and laughs and behind the scenes silliness from our recent India trip. 
🇮🇳Pour yourself a cup of masala chai, sit back and enjoy the ride!",PT16M8S,🇮🇳 INDIA 🇮🇳
Lost On GB Road | Tales From India 🇮🇳,kSahiVJa9a8,https://www.youtube.com/watch?v=kSahiVJa9a8,2018-12-26 11:33:34 ,2206317,/,"GB Road at night is not a place to be hanging around and especially not a place to be lost. But we were...

This first part of the series is a compilation of short episodes from my trip to India with Harald Baldr. Enjoy!",PT14M52S,🇮🇳 INDIA 🇮🇳
Delhi&#39;s Worst Bazaar? | Paharganj 🇮🇳,x7sc1CiAAt4,https://www.youtube.com/watch?v=x7sc1CiAAt4,2018-12-20 05:34:02 ,2647830,"{'Terrorist Attacks in Pahadganj': '6:28 - 10:31', 'Music Shop': '10:31 - 18:21', 'Teddy Bear Market': '18:21 - 30:10'}",🇮🇳 Don't go to Paharganj everyone said. It's dangerous and filthy everyone said. Why do you tourists stay in that horrible place everyone asked. Well today I want to take you on a tour of Paharganj main bazaar so you can see for yourself exactly what it is like and then form your own opinion. Join me on a tour of what could be India's worst bazaar. Or maybe it isn't...,PT30M10S,🇮🇳 INDIA 🇮🇳
🇮🇳 $2 Indian Street Massage | Pain or Pleasure?,L3YggRi_IYM,https://www.youtube.com/watch?v=L3YggRi_IYM,2018-12-18 03:00:23 ,6945090,/,"🇮🇳 Don't you just love massages! So relaxing right? Well not with this guy! Watch how I am beaten, twisted, vibrated and have my ears cleaned and then so much more in the backstreets of Delhi.",PT13M44S,🇮🇳 INDIA 🇮🇳
Narendra Modi Why Won&#39;t You Help These Hindus?!,3Gqv4ZvWXLg,https://www.youtube.com/watch?v=3Gqv4ZvWXLg,2018-12-15 17:58:27 ,1779007,/,"🇮🇳 I heard that in the north of Delhi was a camp that was set up for Hindu refugees that had fled persecution in Pakistan and so I headed there to see how their lives were progressing. As it turned out, not too well 😔",PT17M48S,🇮🇳 INDIA 🇮🇳
India&#39;s Craziest City | Varanasi 🇮🇳,Z0TC3AzU6TE,https://www.youtube.com/watch?v=Z0TC3AzU6TE,2018-12-15 06:59:33 ,1013406,/,🇮🇳 I continued my night market tour avoiding people spitting on me and then arrived at the ghats on the holy River Ganga ( Ganges ) to watch the spectacular Ganga Aarti ceremony. Incredible India! 😍,PT16M46S,
Varanasi Religious Night Market 🕉,ZEfEcvhrGiM,https://www.youtube.com/watch?v=ZEfEcvhrGiM,2018-12-14 20:34:43 ,917642,"{'Bangles': '1:46 - 2:13', 'Shiva Beads': '2:13 - 4:25', 'Shiva Lingams': '4:25 - 7:09', 'Bangle Shops': '7:09 - 11:26'}",🇮🇳 Jai Bhole Ki from Varanasi and the might Mata Ganga ( Mother Ganges ) In the first of a two part episode I explore the winding back alleyways of the night market where people buy all kinds of religious symbols that help them perform their religious duties in the city. Join me as I explore the shops and talk to the store owners of this incredible city...,PT11M26S,
Avoiding Religious Scammers And Touts In Varanasi 🕉,Wt5UGUmEThg,https://www.youtube.com/watch?v=Wt5UGUmEThg,2018-12-14 13:28:00 ,4408941,/,🇮🇳 I had arrived in Varanasi in search of a hotel but first I had to fight my way through the crowds of touts and scammers. Learn how to deal with them by watching this video! Jai Bhole Ki!,PT22M4S,🇮🇳 INDIA 🇮🇳
10 Things I Hate About India! 🇮🇳,79QlmltqDyI,https://www.youtube.com/watch?v=79QlmltqDyI,2018-12-13 11:00:24 ,3065985,/,🇮🇳 Nowhere is perfect and as much as I love India there are of course things that I don't like. Here are my 10 things I hate about India. Let me know if you agree or disagree with any of them!,PT10M28S,🇮🇳 INDIA 🇮🇳
Foreigner Teaches Essential Hindi Phrases 🇮🇳,g4y2lciy6AA,https://www.youtube.com/watch?v=g4y2lciy6AA,2018-12-13 04:50:33 ,576366,/,"🇮🇳 In this video I am going to teach you how to speak the real Hindi, not the boring stuff you will find elsewhere. This will help you avoid the scams and cheaters who will try to prey on you as you traverse the great country. 🇮🇳 My arsenal of phrases and how to use them correctly has been learned over many trips to India, exploring the back streets and alleyways. Learn how to use Hindi like me and you won't just be another clueless tourist.

Let's learn backstreet Hindi!",PT24M30S,
"Sikh For A Day | Amritsar, India",4n4oOiU1BC8,https://www.youtube.com/watch?v=4n4oOiU1BC8,2018-12-12 04:55:47 ,2775427,/,"🇮🇳 In this video I take you on a tour of one of India's most famous religious places, the magnificent Golden Temple. Whilst there I meet Sikhs and fans and all kinds of people and I explain the rules of Sikhism. Join me on a tour of the holiest place in the world for 👳",PT26M22S,🇮🇳 INDIA 🇮🇳
Morning Vegetable Market Tour 🍆🍌🌽,wjz3mqYNnms,https://www.youtube.com/watch?v=wjz3mqYNnms,2018-12-10 09:22:41 ,866735,"{'Oranges': '2:17 - 4:43', 'Sweet Potatoes': '4:43 - 7:32', 'Milkman in India': '7:32 - 13:34', 'Onions': '13:34 - 14:41'}","🇮🇳 As an Englishman I love a cup of tea and on an early morning market exploration in Amritsar, India I met a lovely man who has been making tea in the same spot since 1979. Join me as I chat to him and the vegetable sellers by the side of the busy Indian street.",PT14M41S,🇮🇳 INDIA 🇮🇳
🇮🇳 Trying $1 Punjabi Kulcha // Indian Food Vlog,TkGoYD52KwM,https://www.youtube.com/watch?v=TkGoYD52KwM,2018-12-09 12:47:03 ,2975210,/,🇮🇳 Whilst in the Indian city of Amritsar I saw lot's of places offering something called Kulcha and so I decided to go and try the quintessential Punjabi meal...,PT7M23S,
I Give An Indian Man 🍆 Advice  // Full Interview,aX-IC92uFpc,https://www.youtube.com/watch?v=aX-IC92uFpc,2018-12-09 06:28:38 ,338442,/,"To celebrate the weeklySunday  holiday I have uploaded the full unedited conversation with the Kingfeemer bar's most notorious patron, the legend himself Mr Master-Bator. The man with the strongest handshake in India. This gets weird quickly...#",PT7M2S,
Funny India - Pakistan Border Ceremony 🇮🇳,Ap_Fms-xwSI,https://www.youtube.com/watch?v=Ap_Fms-xwSI,2018-12-08 09:20:47 ,1251131,/,"🇮🇳 Every evening the border between India and Pakistan is closed with a great ceremony of dancing and music and epic marches. I loved every minute of it, meeting new friends, singing songs and having the time of my life. Check out the video but it will make you want to go!",PT9M12S,🇮🇳 INDIA 🇮🇳
Foreigner Wears A Turban In India 👳‍♂️,MNYRAhlClrE,https://www.youtube.com/watch?v=MNYRAhlClrE,2018-12-07 14:58:52 ,1501230,"{'SIKH PEOPLE MUST DO THIS PROCESS EVERY MORNING!': '0:52 - 1:41', 'TURBANS COME IN DIFFERENT LENGHTS': '1:41 - 2:29', 'SINGH IS A SIKH SURNAME': '2:29 - 06:38'}",🇮🇳 I have always been fascinated by the wonderful turbans that men wear in the Sikh religion and so I travelled to Amritsar in the Punjab to try one on myself. How would it be wrapped on my head? How would it feel? Join me and find out....,PT6M38S,🇮🇳 INDIA 🇮🇳
Tibetan Market &amp; Temple Tour // Delhi,LdvctWZ23n0,https://www.youtube.com/watch?v=LdvctWZ23n0,2018-12-07 06:07:44 ,1360966,"{'Monastery Market': '0:23 - 13:59', 'The Ladakhi Temple': '13:59 - 14:20', 'The Ladakhi Monastery': '14:20 - 20:01', 'Ladakhi Tibetan Library': '20:01 - 21:31', 'Ladakhi Monastery': '21:31 - 23:58'}",🇮🇳 Whilst riding a rickshaw through the capital city of India I saw a dark tunnel through the other end of which was a market hidden from the road. And so I decided to investigate and soon discovered a hidden world of busy markets and a peaceful Ladakhi monastery.,PT23M58S,🇮🇳 INDIA 🇮🇳
Delhi&#39;s  Secret Tibetan Colony | Majnu-ka-tilla,60JKeARTL60,https://www.youtube.com/watch?v=60JKeARTL60,2018-12-06 12:49:19 ,1348216,"{'Tibetan Temples': '11:25 - 13:26', 'Prayer Wheel': '13:26 - 24:11', 'Tibetan Tea': '24:11 - 27:04'}","I have been to Delhi numerous times and yet I only recently found out that situated in the far north of the city on an isolated stretch of highway is a colony of Tibetan refugees who fled their homeland long ago...Intrigued, I went to explore it and found a community that has built their temples there and preserved their culture. 

Join me on my exploration...",PT27M4S,🇮🇳 INDIA 🇮🇳
On The Run From The Indian Police 👨🏾‍✈️,Ey-aWXdZmSY,https://www.youtube.com/watch?v=Ey-aWXdZmSY,2018-12-02 11:06:23 ,1611415,"{'CALM DOWN BROTHER! ARE YOU CRAZY OR WHAT?!': '1:25 - 3:13', 'WHERE YOU GOING!! WHERE YOU GOING!! WHERE YOU GOING!!': '3:13 - 3:31', 'WE ARE WITH THE CRAZIEST DRIVER IN INDIA!': '3:31 - 06:55'}",🇮🇳 With the crazy hotel guards and Indian police hot on our tails after our attempted swim to the exclusive Taj Lake Palace Hotel we had to escape the city of Udaipur and seek shelter somewhere or else risk being thrown into an Indian jail...And luckily we found the perfect getaway driver for the job!,PT6M55S,🇮🇳 INDIA 🇮🇳
Attacked At India&#39;s Most Expensive Hotel 🇮🇳,aZmClvjsptc,https://www.youtube.com/watch?v=aZmClvjsptc,2018-12-01 12:50:12 ,1971859,/,🇮🇳 I always dreamed of staying at the Lake Palace Hotel in India. Situated in the middle of a lake it seemed like an idyllic spot to spend a night or two and so we decided to swim over and check in. But we soon found out that the hotel's security were not very welcoming to say the least! 😳,PT4M45S,🇮🇳 INDIA 🇮🇳
Crazy Indian Street Bar // Kingfeemer Time!,qFd8Mwg1cws,https://www.youtube.com/watch?v=qFd8Mwg1cws,2018-11-28 14:22:20 ,1341148,/,🇮🇳 Whilst in Delhi I wanted to go to the now infamous Kingfeemer Bar to once again sample the nations favourite 'funsip' drink. Whilst there I met some interesting locals and helped them with their sexual problems 🍆 Just another day in India! Enjoy!,PT10M45S,🇮🇳 INDIA 🇮🇳
Rickshaw Scam | First Day Back In India!,T-o1qCNFcBU,https://www.youtube.com/watch?v=T-o1qCNFcBU,2018-11-27 16:39:09 ,1991302,/,"I had just flown back to India to celebrate reaching 50,000 subs but I was soon reminded that in Delhi you can never relax with rickshaw drivers! Fortunately I was experienced enough to know what was happening. Please never let a rickshaw driver take you to a 'Government tourist office'. It's a scam!",PT9M15S,🇮🇳 INDIA 🇮🇳
Where Tourists Don&#39;t GO 🇮🇳,vCIG3LmnPAs,https://www.youtube.com/watch?v=vCIG3LmnPAs,2018-11-23 17:46:15 ,1960418,/,"🇮🇳 Goa, Agra, Manali...tourists all go to the same old places in India. But I decided to go and see the real India, away from the banana pancakes and cheap hostels. Join me as I explore rural India on a journey to Khumbalgarh fort. 

Note: The scenes in this film did not happen in this sequence but for narrative purposes I placed them in this order.",PT15M1S,🇮🇳 INDIA 🇮🇳
India&#39;s Toughest Street Gang,RxJy-U3udew,https://www.youtube.com/watch?v=RxJy-U3udew,2018-11-21 16:39:29 ,4223516,/,"👴🏻 Bloods, Crips, Cosa Nostra, MS 13, all think they are tough but compared to these guys from Udaipur in India they are nothing. This is what happened when I hung out with India's toughest street gang. 🔞",PT4M57S,🇮🇳 INDIA 🇮🇳
Drunk Mumbai Television Interview ( Pure Cringe ),duLkedqwkI4,https://www.youtube.com/watch?v=duLkedqwkI4,2018-11-21 13:43:57 ,402167,/,"👴🏻 A word of advice to people...If you have been drinking desi daru all day never speak to someone with a camera as it might be put on television or the internet one day and you will have to live with your performance forever! 😆🤦🏻‍♂️ BTW: The poor quality is down to them not me, sorry.  #JaiHind #JaiMaharashtra #nomoredesidaru

Thanks to Chintan The Great ( he really is great ) for sending me the video. Thanks bhai saahb 👍🏻",PT1M38S,
India&#39;s Russian Beach | Arambol 🇷🇺,-ZxbK-zd3Q4,https://www.youtube.com/watch?v=-ZxbK-zd3Q4,2018-11-20 19:37:28 ,5938655,/,🇮🇳 In the north of Goa is a secluded beach resort called Arambol which is full of Russian tourists and Russian speaking Indians. I went up there to meet some people and take a look around,PT6M6S,🇮🇳 INDIA 🇮🇳
Goa Beach Hotel Hunt India,tsmmleDftsc,https://www.youtube.com/watch?v=tsmmleDftsc,2018-11-18 05:34:45 ,3947196,/,Whilst in Goa we headed to Aarambol in the north to find Goa's best beach and a hotel for our stay. It wasn't as easy as you might think. Join me on the Goa hotel hunt 🐠,PT14M21S,🇮🇳 INDIA 🇮🇳
"Jodhpur Backstreet Tour,  India",V5B-bJMgHdU,https://www.youtube.com/watch?v=V5B-bJMgHdU,2018-11-17 08:01:47 ,782701,"{'Jodhpur Fort': '2:22 - 9:08', 'Blue City Jodhpur': '9:08 - 11:26', 'Shiva Temple': '11:26 - 12:55'}",This morning I woke early and headed out into the back streets of the Indian city of Jodhpur for a look around and to take in the sounds and smells. Please join me on the tour of the beautiful named Blue city.,PT12M55S,
Foreigners Ride A Local Indian Bus!,AYK5dSRHbj4,https://www.youtube.com/watch?v=AYK5dSRHbj4,2018-11-16 07:37:43 ,1383258,/,"👴🏻 I was travelling by bus across India, and so far had found Indian people to be very friendly, so I never expected to be so brutally attacked as I was by the roadside salad sellers of Rajasthan. I still have PTSD from the incident   #saladsellerthugs #india",PT11M37S,
Indian Bus Scammer Exposed! 🇮🇳,BNk99L1HAwE,https://www.youtube.com/watch?v=BNk99L1HAwE,2018-11-14 07:31:23 ,1222521,/,"🇮🇳 Ok guys I want your take on this...

Were we scammed? Why did the price suddenly go up? Was it a misunderstanding or a scam? What's your take?

Anyway as you see in the video we found it funny so no hard feelings towards our Jaipur bus dude regardless of scam or not. I liked him. 

Jai bhole ki!",PT8M30S,🇮🇳 INDIA 🇮🇳
I Almost Died In India //Terrifying Fairground Ride,mwKgytCI3gs,https://www.youtube.com/watch?v=mwKgytCI3gs,2018-11-13 21:06:39 ,2095913,/,"There we were, myself and my blog brother Harald, walking through the Delhi fairground when suddenly in the distance we saw it towering above us. Join me on India's craziest ride where I feared for my life.",PT7M6S,🇮🇳 INDIA 🇮🇳
Arrival In India,jSHFMTjTQvE,https://www.youtube.com/watch?v=jSHFMTjTQvE,2018-11-13 13:13:00 ,1190528,/,"One month ago, before the cookies and Kingfeemer I flew into Delhi's Indira Gandhi airport to wait for Harald Baldr and begin our trip across the amazing country that is India.",PT9M8S,
Avoid This Guy In India! | Crazy Beggar,91w4GkdGfVA,https://www.youtube.com/watch?v=91w4GkdGfVA,2018-11-12 18:36:50 ,9801160,/,🇮🇳 As a foreigner in India you are often hassled by beggars but this one was like no otherI I had ever met. Join me as I try to escape the insane Mr. 100 Rupees who had the persistence and stamina of no other beggar before him.,PT4M49S,🇮🇳 INDIA 🇮🇳
Exploring Mumbai&#39;s Oldest Market,TElOv0th_V4,https://www.youtube.com/watch?v=TElOv0th_V4,2018-11-11 17:55:53 ,1185249,/,"Whilst in Mumbai I was told that the old Crawford market was the place to check out and so I set off in search of colonial architecture and market stalls. Join me on my exploration. 

Jai Bhole Ki!",PT23M46S,🇮🇳 INDIA 🇮🇳
Riding The Rails In Mumbai // India,ma0_DBP7XbI,https://www.youtube.com/watch?v=ma0_DBP7XbI,2018-11-10 07:38:41 ,170052,/,"Fed up with Mumbai's traffic congestion I decided to jump onto the commuter train instead and ride it into the centre. Join me on an open door ride with the wind in my er, hair, all the way to the centre of the wonderful city of Mumbai.",PT2M38S,
Solo In India&#39;s Biggest Slum | Dharavi Mumbai,gLJy5njInoc,https://www.youtube.com/watch?v=gLJy5njInoc,2018-11-10 05:05:50 ,3195010,"{'Head Massage': '6:18 - 11:55', 'Back Massage': '11:55 - 19:48', 'Meat Market': '19:48 - 30:42', 'Fish Market': '30:42 - 48:59'}","🇮🇳 I had read a lot about Dharavi, Mumbai's and the world's biggest slum. I had seen videos of the squalor and poverty to be found there but I wanted to go and see another side, I wanted to see if I could find some joy there, some happiness, some hope. And so whilst in Mumbai I set off in search of Dharavi intending to see for myself how life was progressing there. Join me on a wild adventure through the world's largest slum.",PT48M59S,🇮🇳 INDIA 🇮🇳
Mumbai Mall Party,3ALtc87WW4E,https://www.youtube.com/watch?v=3ALtc87WW4E,2018-11-09 16:46:21 ,1995091,/,"Guess whose birthday it was? No not biscuit guy, but my travel partner and trap hunter, Harald Baldr! And so we decided to treat ourselves to a little luxury at Mumbai's greatest mall full of rich people and expensive shops. Join us for a look around..

Note: Sorry for the abrupt ending but I lost some footage when my computer broke.",PT17M44S,🇮🇳 INDIA 🇮🇳
Drinking With Indian Girls! 👩🏿,_MdmxP4yUj8,https://www.youtube.com/watch?v=_MdmxP4yUj8,2018-11-09 06:03:33 ,1337617,/,Wo says Indian girls don't party? These two do! Join the party and meet some strange Indian characters at the wine shop.,PT4M38S,
Mumbai Islamic Market Hunt 🕋,CiCBBTewaOo,https://www.youtube.com/watch?v=CiCBBTewaOo,2018-11-05 16:42:44 ,400165,/,"I have visited all kinds of markets and bazaars on my trip through India and today I discovered an Islamic market situated under a noisy motorway bridge. Please join me on an Islamic market adventure hunt where we will discover the things Islamic women like to wear. You can have any colour, as long as it's black.",PT14M52S,
Bombay Bhabhi Market Hunt 🍆,nWxCDgWy5SY,https://www.youtube.com/watch?v=nWxCDgWy5SY,2018-11-04 15:23:58 ,2564966,/,Whilst out exploring Mumbai I stumbled upon the old vegetable market and joined the city's bhabhis in a vegetable hunt.,PT13M27S,🇮🇳 INDIA 🇮🇳
This Is How You Find A Job In India 🇮🇳,JUiTux637wc,https://www.youtube.com/watch?v=JUiTux637wc,2018-11-03 15:26:36 ,395557,/,"I had just arrived in Ahmedabad at 7am after the worst journey of my life from Udaipur when I saw hundreds of men on the street corner. And so I went over and found myself in the street job market. Join me as we talk to the guys...

PS my Hindi is terrible in this video 😄",PT4M36S,
Is Your City This Crazy?! Mumbai Madness,zkY6XApaOog,https://www.youtube.com/watch?v=zkY6XApaOog,2018-11-02 07:46:30 ,1598403,/,We had just arrived in the hustle and bustle of Mumbai and decided that instead of searching online we would hunt for a hotel in the downtown area of the intense city. Join myself and Harald Baldr on there mega hotel hunt through markets and alleyways of the great Indian city...,PT13M37S,🇮🇳 INDIA 🇮🇳
Goa To Mumbai Adventure 🇮🇳,Hdm24qlSoVk,https://www.youtube.com/watch?v=Hdm24qlSoVk,2018-11-01 20:15:35 ,993529,/,"🏝 Myself and Harald, left sleepy Aarambol in northern Goa and instead flew north to the big daddy of India, the wild and sprawling city that never sleeps, Mumbai!!! Join us on the adventure...",PT11M,🇮🇳 INDIA 🇮🇳
Mumbai Antique Market Hunt // Chor Bazaar,g68NJ1-GEiE,https://www.youtube.com/watch?v=g68NJ1-GEiE,2018-11-01 07:56:28 ,2618360,/,After driving in Mumbai the trading capitol of India on the country's western coast I decided to head straight to the Thieve's Market in search of interesting antique objects. Join me as I explore the alleyways and backstreet shops...,PT21M36S,🇮🇳 INDIA 🇮🇳
India $1 Gym Workout 🇮🇳,0n7_7GkyJw8,https://www.youtube.com/watch?v=0n7_7GkyJw8,2018-10-30 16:37:20 ,1141306,/,"🇮🇳 Whilst exploring the back alleyways near our hotel, myself and Harald discovered a small gym and decided to go and put some muscle onto our weak and flabby bodies. And best of all it only cost $1!",PT5M4S,
Ancient Indian Technology Revealed,V9RI1hlhGjY,https://www.youtube.com/watch?v=V9RI1hlhGjY,2018-10-25 13:18:46 ,101913,/,"There we were, myself and Harald Baldr, driving through Rajasthan when we spotted something unseen in Europe since biblical times. I had to stop and investigate and fins out what this contraption was...",PT3M15S,
Motorcycle Hunt In Udaipur India,h4S1xy5d_Vk,https://www.youtube.com/watch?v=h4S1xy5d_Vk,2018-10-24 16:45:25 ,1330458,/,I recently headed out into the Indian city of Udaipur to search for Royal Enfield motorcycles to rent with my friend Harald Baldr. Whilst searching the streets for a hire shop we met all kinds of interesting people and tried some local foods. Join us on our search through the streets of Udaipur.,PT8M12S,🇮🇳 INDIA 🇮🇳
Wild Welcome In Jodhpur ( India ),CbEw9wiTxms,https://www.youtube.com/watch?v=CbEw9wiTxms,2018-10-22 04:22:53 ,275729,/,"I had just travelled 9 hours on a bus from Jaipur and arrived at night in the Indian city of Jodhpur, and didn't expect such a friendly welcome...",PT5M55S,
Royal Enfield Rajasthan Fort Hunt,nnzGl_0aBik,https://www.youtube.com/watch?v=nnzGl_0aBik,2018-10-20 02:23:19 ,322517,/,Harald Baldr invited me to accompany him to watch the sunrise over the Indian desert city of Jaipur which he wanted to drone. So at 5 am we left the hotel and set off through dark streets in search of the fort that over looks the city. Join us on a motorcycle adventure with no headlights.,PT12M42S,
India Cobra Safari,p277Km3BYWU,https://www.youtube.com/watch?v=p277Km3BYWU,2018-10-19 14:35:19 ,230945,/,On a hot afternoon in rural Rajasthan myself and Harald Baldr had to cross an infamous mountain path known to locals simply as 'the hill of certain death' due to the high number of Cobra strike fatalities there. Well with know other choice or route around it we set off on our trek through Cobra country...,PT6M11S,
Motorcycling India With Harald Baldr,wZFBS4uub3E,https://www.youtube.com/watch?v=wZFBS4uub3E,2018-10-19 03:36:04 ,417235,/,The first part of our road trip series in which myself and Harald Baldr rent Royal Enfields and head out into the countryside of Rajasthan to explore this great country. And meet a man with India's greatest hair.,PT5M41S,
Delhi Hotel Hunt,PqGcDGKYhR4,https://www.youtube.com/watch?v=PqGcDGKYhR4,2018-10-18 06:17:08 ,917291,/,"It was early and I had just arrived in India and so myself and Harald Baldr headed to Delhi's cheapest hotel area, the infamous Paharganj. Join us on our search for a room...",PT7M51S,🇮🇳 INDIA 🇮🇳
India Street Food At The Delhi Funfair,PihyMGId-bg,https://www.youtube.com/watch?v=PihyMGId-bg,2018-10-18 03:33:48 ,1192934,/,Myself and fellow Indian food aficionado Harald Baldr headed to the funfair at the Red Fort in the Indian capitol of Delhi to sample the sights sounds and most importantly the tastes. Join us on a night of fun as we try Indian street food at the Delhi funfair 🇮🇳,PT5M23S,🇮🇳 INDIA 🇮🇳
Is Karl Rock Right: Are Indians Scammers?,V9NROzEVqMw,https://www.youtube.com/watch?v=V9NROzEVqMw,2018-10-17 20:13:36 ,636327,/,Karl Rock is a popular foreign Youtuber making videos in India. However from the numerous videos he makes about scams in India it seems that he's trying to imply that his adopted homeland is a nation of scammers and cheats. Is Karl Rock right to portray Indians in this way? Myself and Harald Baldr discussed scamming in India and our own experiences on our way down to Jaipur recently and here is the discussion. Let me know what your experiences in India have been and if you think Karl Rock is correct in his assessment in the comments section below.,PT11M44S,
"Bargaining At Thieve&#39;s Market | Chor Bazaar, Delhi",uQUxS3woK4U,https://www.youtube.com/watch?v=uQUxS3woK4U,2018-10-17 09:13:30 ,3590136,/,"Whilst in Delhi my friend Harald Baldr and I decided to head to the Thieve's market in Old Delhi, also known as Chor Bazaar. There we found fake goods and all kinds of friendly people to mingle with. This is the video from that day.",PT15M48S,🇮🇳 INDIA 🇮🇳
Eating Indian Street Food In Delhi Night Market,aFUDm9AIsHw,https://www.youtube.com/watch?v=aFUDm9AIsHw,2018-10-17 00:29:50 ,2361055,/,On our first evening in Delhi myself and Harald Baldr headed to Paharganj night market in search of our first meal in India together. We found a small outdoor place and sat down to sample some of the dishes and speak to the workers. A big thanks to Harald Baldr on this one for keeping the conversation entertaining and flowing during the meal.,PT5M17S,🇮🇳 INDIA 🇮🇳
Two Foreigners Speaking Hindi In India,VhNZ4R1XZTQ,https://www.youtube.com/watch?v=VhNZ4R1XZTQ,2018-10-16 19:49:45 ,1081140,/,"I was recently walking around the centre of Delhi where I bumped into a guy from Manchester in England who had been learning Hindi and so we decided to film a short conversation in the language. 

Thanks to Harald Baldr for his great camera work on this one.

Note: I translated it myself so any feedback is welcome.",PT2M9S,
"Street Food At Thieve&#39;s Market | Chor Bazaar, Delhi",ezio4yZQmV8,https://www.youtube.com/watch?v=ezio4yZQmV8,2018-10-16 17:34:27 ,1087135,/,🇮🇳 Whilst exploring the Thieves Market in Delhi I decided to try some of the local street food. Join me as I try Delhi's best Biriyani!,PT2M55S,
Khabib Returns To Dagestan ( UFC Part 6 ),ZdLz4FjPU30,https://www.youtube.com/watch?v=ZdLz4FjPU30,2018-10-09 04:39:25 ,831033,/,"The final instalment of my UFC Caucasus journey where I see the man I came to watch on tv, Khabib Nurmagomedov in Dagestan and much closer than I ever expected...

Please watch until end to see Khabib in person!",PT3M59S,"In Search Of Khabib: A Dagestan Journey 🤼‍♂️, 🇷🇺 RUSSIA 🇷🇺"
Beslan: Russia&#39;s Tragedy,D0knAQL9WtM,https://www.youtube.com/watch?v=D0knAQL9WtM,2018-10-07 20:02:10 ,282097,"{'Introduction': '0:00 - 1:11', 'Background': '1:11 - 2:13', 'School': '2:13 - 05:15'}","Whilst in the Caucasus I had to go and see the site of Russia's worst terrorist atrocity, the attack on school number one, Beslan.",PT5M15S,🇷🇺 RUSSIA 🇷🇺
